year,nationality_of_ownership,Actual_Capital_Expenditure_-_Instruments_and_Equipment_excluding_software,Actual_Capital_Expenditure_-_Land_and_Buildings,Actual_Capital_Expenditure_-_Software_development_by_company_in-house_and_used_in-house,Actual_Capital_Expenditure_-_Software_purchased_wholly_for_Research_and_Development_purposes,Actual_Capital_Expenditure-_Payments_made_for_licences_to_use_intellectual_products,Actual_Current_Expenditure_-_Labour_Costs,Actual_Current_Expenditure_-_Other_Current_Costs,Actual_Total_Capital_Expenditure,Actual_Total_Current_Expenditure,Actual_Total_Research_and_Development_Expenditure,Estimated_Capital_Expenditure_-_Instruments_and_Equipment_excluding_software,Estimated_Capital_Expenditure_-_Land_and_Buildings,Estimated_Capital_Expenditure_-_Software_development_by_company_in-house_and_used_in-house,Estimated_Capital_Expenditure_-_Software_purchased_wholly_for_Research_and_Development_purposes,Estimated_Capital_Expenditure-_Payments_made_for_licences_to_use_intellectual_products,Estimated_Current_Expenditure_-_Labour_Costs,Estimated_Current_Expenditure_-_Other_Current_Costs,Estimated_Total_Capital_Expenditure,Estimated_Total_Current_Expenditure,Estimated_Total_Research_and_Development_Expenditure,expenditure,Enterprises_Engaged_in_Research_and_Development_Activities_%,Enterprises_Engaged_in_Research_and_Development_Activities_Number,type_of_innovation,Enterprises_Engaged_in_Intellectual_Property_Rights_Activities
6,0,74941.0,29664.0,16899.0,15794.0,9901.0,1238903.0,635761.0,147200.0,1874663.0,2021863.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,3.84,76.0,0,5.658666666666666
6,0,74941.0,29664.0,16899.0,15794.0,9901.0,1238903.0,635761.0,147200.0,1874663.0,2021863.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,1979.0,0,5.658666666666666
6,1,18571.0,11233.0,13781.0,10145.0,4325.0,451967.0,193098.0,58056.0,645065.0,703121.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,44.73,704.0,0,5.658666666666666
6,1,18571.0,11233.0,13781.0,10145.0,4325.0,451967.0,193098.0,58056.0,645065.0,703121.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,36.21,570.0,0,5.658666666666666
6,1,18571.0,11233.0,13781.0,10145.0,4325.0,451967.0,193098.0,58056.0,645065.0,703121.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,2.16,34.0,0,5.658666666666666
6,1,18571.0,11233.0,13781.0,10145.0,4325.0,451967.0,193098.0,58056.0,645065.0,703121.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,15.57,245.0,0,5.658666666666666
6,1,18571.0,11233.0,13781.0,10145.0,4325.0,451967.0,193098.0,58056.0,645065.0,703121.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,1.33,21.0,0,5.658666666666666
6,1,18571.0,11233.0,13781.0,10145.0,4325.0,451967.0,193098.0,58056.0,645065.0,703121.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,1574.0,0,5.658666666666666
6,2,56370.0,18431.0,3118.0,5650.0,5575.0,786936.0,442663.0,89144.0,1229598.0,1318742.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,15.8,64.0,0,5.658666666666666
6,2,56370.0,18431.0,3118.0,5650.0,5575.0,786936.0,442663.0,89144.0,1229598.0,1318742.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,29.63,120.0,0,5.658666666666666
6,2,56370.0,18431.0,3118.0,5650.0,5575.0,786936.0,442663.0,89144.0,1229598.0,1318742.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,15.31,62.0,0,5.658666666666666
6,2,56370.0,18431.0,3118.0,5650.0,5575.0,786936.0,442663.0,89144.0,1229598.0,1318742.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,25.68,104.0,0,5.658666666666666
6,2,56370.0,18431.0,3118.0,5650.0,5575.0,786936.0,442663.0,89144.0,1229598.0,1318742.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,13.58,55.0,0,5.658666666666666
6,2,56370.0,18431.0,3118.0,5650.0,5575.0,786936.0,442663.0,89144.0,1229598.0,1318742.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,405.0,0,5.658666666666666
7,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,104341.0,10900.0,22902.0,12977.0,12802.0,1295455.0,631774.0,163922.0,1927229.0,2091151.0,,33.33567901234567,390.5246913580247,0,5.658666666666666
7,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,20418.0,6089.0,19991.0,6895.0,4285.0,485083.0,212096.0,57678.0,697179.0,754857.0,,33.33567901234567,390.5246913580247,0,5.658666666666666
7,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,83923.0,4812.0,2911.0,6082.0,8516.0,810373.0,419678.0,106244.0,1230051.0,1336295.0,,33.33567901234567,390.5246913580247,0,5.658666666666666
8,0,83454.0,28909.0,19106.0,12738.0,12896.0,1349977.0,725978.0,157102.0,2075955.0,2233057.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,37.01,694.0,0,5.658666666666666
8,0,83454.0,28909.0,19106.0,12738.0,12896.0,1349977.0,725978.0,157102.0,2075955.0,2233057.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,36.11,677.0,0,5.658666666666666
8,0,83454.0,28909.0,19106.0,12738.0,12896.0,1349977.0,725978.0,157102.0,2075955.0,2233057.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,4.8,90.0,0,5.658666666666666
8,0,83454.0,28909.0,19106.0,12738.0,12896.0,1349977.0,725978.0,157102.0,2075955.0,2233057.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,17.07,320.0,0,5.658666666666666
8,0,83454.0,28909.0,19106.0,12738.0,12896.0,1349977.0,725978.0,157102.0,2075955.0,2233057.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,5.01,94.0,0,5.658666666666666
8,0,83454.0,28909.0,19106.0,12738.0,12896.0,1349977.0,725978.0,157102.0,2075955.0,2233057.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,1875.0,0,5.658666666666666
8,1,23291.0,8093.0,14716.0,7691.0,5120.0,523227.0,227524.0,58912.0,750750.0,809662.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,41.94,624.0,0,5.658666666666666
8,1,23291.0,8093.0,14716.0,7691.0,5120.0,523227.0,227524.0,58912.0,750750.0,809662.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,38.78,577.0,0,5.658666666666666
8,1,23291.0,8093.0,14716.0,7691.0,5120.0,523227.0,227524.0,58912.0,750750.0,809662.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,2.96,44.0,0,5.658666666666666
8,1,23291.0,8093.0,14716.0,7691.0,5120.0,523227.0,227524.0,58912.0,750750.0,809662.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,14.7,218.0,0,5.658666666666666
8,1,23291.0,8093.0,14716.0,7691.0,5120.0,523227.0,227524.0,58912.0,750750.0,809662.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,1.68,25.0,0,5.658666666666666
8,1,23291.0,8093.0,14716.0,7691.0,5120.0,523227.0,227524.0,58912.0,750750.0,809662.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,1488.0,0,5.658666666666666
8,2,60163.0,20815.0,4389.0,5048.0,7775.0,826751.0,498454.0,98190.0,1325205.0,1423395.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,18.09,70.0,0,5.658666666666666
8,2,60163.0,20815.0,4389.0,5048.0,7775.0,826751.0,498454.0,98190.0,1325205.0,1423395.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,25.84,100.0,0,5.658666666666666
8,2,60163.0,20815.0,4389.0,5048.0,7775.0,826751.0,498454.0,98190.0,1325205.0,1423395.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,11.89,46.0,0,5.658666666666666
8,2,60163.0,20815.0,4389.0,5048.0,7775.0,826751.0,498454.0,98190.0,1325205.0,1423395.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,26.36,102.0,0,5.658666666666666
8,2,60163.0,20815.0,4389.0,5048.0,7775.0,826751.0,498454.0,98190.0,1325205.0,1423395.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,17.83,69.0,0,5.658666666666666
8,2,60163.0,20815.0,4389.0,5048.0,7775.0,826751.0,498454.0,98190.0,1325205.0,1423395.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,387.0,0,5.658666666666666
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,0,2.9
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,1,3.4333333333333336
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,2,13.200000000000001
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,3,0.5666666666666667
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,4,6.266666666666667
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,5,0.9333333333333335
9,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,99648.0,33944.0,25904.0,10846.0,31870.0,1392740.0,697871.0,202214.0,2090611.0,2292825.0,,33.33567901234567,390.5246913580247,6,7.466666666666666
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,0,2.9
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,1,3.4333333333333336
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,2,13.200000000000001
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,3,0.5666666666666667
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,4,6.266666666666667
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,5,0.9333333333333335
9,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,32366.0,13800.0,21195.0,8816.0,8046.0,585856.0,255923.0,84224.0,841780.0,926004.0,,33.33567901234567,390.5246913580247,6,7.466666666666666
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,0,2.9
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,1,3.4333333333333336
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,2,13.200000000000001
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,3,0.5666666666666667
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,4,6.266666666666667
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,5,0.9333333333333335
9,2,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,67283.0,20144.0,4709.0,2030.0,23824.0,806883.0,441948.0,117990.0,1248831.0,1366821.0,,33.33567901234567,390.5246913580247,6,7.466666666666666
10,0,120411.0,82480.0,30123.0,19335.0,25693.0,1651343.0,840831.0,278041.0,2492173.0,2770214.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,36.9,658.0,0,5.658666666666666
10,0,120411.0,82480.0,30123.0,19335.0,25693.0,1651343.0,840831.0,278041.0,2492173.0,2770214.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,33.3,594.0,0,5.658666666666666
10,0,120411.0,82480.0,30123.0,19335.0,25693.0,1651343.0,840831.0,278041.0,2492173.0,2770214.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,5.3,95.0,0,5.658666666666666
10,0,120411.0,82480.0,30123.0,19335.0,25693.0,1651343.0,840831.0,278041.0,2492173.0,2770214.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,18.2,325.0,0,5.658666666666666
10,0,120411.0,82480.0,30123.0,19335.0,25693.0,1651343.0,840831.0,278041.0,2492173.0,2770214.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,6.3,112.0,0,5.658666666666666
10,0,120411.0,82480.0,30123.0,19335.0,25693.0,1651343.0,840831.0,278041.0,2492173.0,2770214.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,1784.0,0,5.658666666666666
10,1,23631.0,15357.0,26365.0,11907.0,17829.0,549943.0,213816.0,95090.0,763759.0,858849.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,42.1,612.0,0,5.658666666666666
10,1,23631.0,15357.0,26365.0,11907.0,17829.0,549943.0,213816.0,95090.0,763759.0,858849.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,35.9,523.0,0,5.658666666666666
10,1,23631.0,15357.0,26365.0,11907.0,17829.0,549943.0,213816.0,95090.0,763759.0,858849.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,3.4,49.0,0,5.658666666666666
10,1,23631.0,15357.0,26365.0,11907.0,17829.0,549943.0,213816.0,95090.0,763759.0,858849.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,16.2,235.0,0,5.658666666666666
10,1,23631.0,15357.0,26365.0,11907.0,17829.0,549943.0,213816.0,95090.0,763759.0,858849.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,2.5,36.0,0,5.658666666666666
10,1,23631.0,15357.0,26365.0,11907.0,17829.0,549943.0,213816.0,95090.0,763759.0,858849.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,1455.0,0,5.658666666666666
10,2,96779.0,67122.0,3759.0,7428.0,7864.0,1101400.0,627015.0,182951.0,1728414.0,1911365.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,0-99k,14.0,46.0,0,5.658666666666666
10,2,96779.0,67122.0,3759.0,7428.0,7864.0,1101400.0,627015.0,182951.0,1728414.0,1911365.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,100k-499k,21.6,71.0,0,5.658666666666666
10,2,96779.0,67122.0,3759.0,7428.0,7864.0,1101400.0,627015.0,182951.0,1728414.0,1911365.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,2M-4.99M,14.0,46.0,0,5.658666666666666
10,2,96779.0,67122.0,3759.0,7428.0,7864.0,1101400.0,627015.0,182951.0,1728414.0,1911365.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,500k-1.99M,27.4,90.0,0,5.658666666666666
10,2,96779.0,67122.0,3759.0,7428.0,7864.0,1101400.0,627015.0,182951.0,1728414.0,1911365.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,5M+,23.1,76.0,0,5.658666666666666
10,2,96779.0,67122.0,3759.0,7428.0,7864.0,1101400.0,627015.0,182951.0,1728414.0,1911365.0,79985.17391304347,29891.942028985508,54298.242424242424,9640.363636363636,88543.5303030303,1157712.9605263157,627079.9210526316,447149.3157894737,1784793.144736842,2424300.5555555555,Any expenditure,100.0,329.0,0,5.658666666666666
11,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,103731.0,64849.0,36557.0,14976.0,16070.0,1719637.0,821929.0,236182.0,2541566.0,2777748.0,,33.33567901234567,390.5246913580247,0,3.3666666666666667
11,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,103731.0,64849.0,36557.0,14976.0,16070.0,1719637.0,821929.0,236182.0,2541566.0,2777748.0,,33.33567901234567,390.5246913580247,1,5.766666666666667
11,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,103731.0,64849.0,36557.0,14976.0,16070.0,1719637.0,821929.0,236182.0,2541566.0,2777748.0,,33.33567901234567,390.5246913580247,2,15.933333333333332
11,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,103731.0,64849.0,36557.0,14976.0,16070.0,1719637.0,821929.0,236182.0,2541566.0,2777748.0,,33.33567901234567,390.5246913580247,4,7.566666666666666
11,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,103731.0,64849.0,36557.0,14976.0,16070.0,1719637.0,821929.0,236182.0,2541566.0,2777748.0,,33.33567901234567,390.5246913580247,5,2.8333333333333335
11,0,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,103731.0,64849.0,36557.0,14976.0,16070.0,1719637.0,821929.0,236182.0,2541566.0,2777748.0,,33.33567901234567,390.5246913580247,6,8.733333333333333
11,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,26330.0,20721.0,33914.0,10795.0,7801.0,617344.0,250183.0,99561.0,867527.0,967088.0,,33.33567901234567,390.5246913580247,0,3.3666666666666667
11,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,26330.0,20721.0,33914.0,10795.0,7801.0,617344.0,250183.0,99561.0,867527.0,967088.0,,33.33567901234567,390.5246913580247,1,5.766666666666667
11,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,26330.0,20721.0,33914.0,10795.0,7801.0,617344.0,250183.0,99561.0,867527.0,967088.0,,33.33567901234567,390.5246913580247,2,15.933333333333332
11,1,95924.83333333333,33585.625,41504.71428571428,11589.666666666666,21112.571428571428,966545.64,581612.84,283135.68,1548158.16,1955040.4444444445,26330.0,20721.0,33914.0,10795.0,7801.0,617344.0,250183.0,99561.0,867527.0,967088.0,,33.33567901234567,390.5246913580247,4,7.566666666666666
